Author,Text,Rating,NormalizedRating
M Hay,Some food available - noodles curry some snacks in wrappers. Extensive soft drinks  types of wine ( almost completely undrinkable) and many choices of beers. Good wifi comfortable chairs and not overcrowded. No showers available. Overall this is a pretty basic lounge and none of the food or beverages on offer really interested me but it was a pleasant enough place to spend a six hour layover - showers would have been nice.,4,0.550519389
A Bencke,Slightly shabby and old style chairs no showers for those coming off overnight flights. Food not enticing who eats partly cooked carrots? A curious mix of Asian and western foods meant that for the most part little appealed . The mouse baits visible in front of the plate glass window are not a good look. Staff tried to please but often misunderstood the question. Internet worked well unlike the Hanoi business lounge a month earlier . Charging iPad and iPhones possible at one location. Seemed to be a lot of staff doing nothing behind the bar counter.,3,-0.232618709
WILLIAM FORAN,They only serve pretzels and some sort of vegetarian nut mix. Otherwise you can have a coffee or hot chocolate from the vending machine. Drinks costs five dollars and no free internet not even any desk top computer stations.,2,-1.015756808
A Gibson,The staff were very vague since this was the st time I had visited a United Lounge so I had to ask what facilities there were to use what was complementary etc... the check in hostess was not friendly or helpful at all. It was dirty every table had empty cups & rubbish on them. I would not make a special effort to find one again especially in the airport the regular vendors at the airport were better serviced than the Members Lounges.,2,-1.015756808
S Koenig,There are lounges in both Terminals  and . I went to the one in Terminal . Large comfortable airy. I was there in late morning. There were still some breakfast-type selections though very very few and mainly in the sweet treat variety. At least there were a few juices and a very wide array of coffee drinks from machines. Wi-Fi reception was good.,3,-0.232618709
U Jannsen,Quite crowded very small food selection (only crackers some cheese and carrots) you have to pay for alcoholic drinks (beer $). I was happy I only had to wait  min.,2,-1.015756808
S Barnetson,Business class lounge was clean reasonable selection of cold and hot. Average selection of spirits and wine. Good wifi no showers but clean toilets and massage chairs with good view of tarmac.,4,0.550519389
A Pedersen,The lounges are well equipped with soft drinks beer snacks hot dishes (but mainly very boring industrial food no tasty real food). Nice seating. I once spotted rats in the domestic lounge in Hanoi and heard from others that they are pretty frequent. Lounge in Hue have water all over the floors when rains are hefty. Internet free and works with fairly high speed. Nice smokersâ€™ rooms. No showers except in the international lounges and of very poor quality.,3,-0.232618709
R Vogt,Nice and quiet lounge with a good view to the apron. Excellent choice of food and beverages. Free Wifi is also available.,4,0.550519389
Michael Dean,United's best lounge by far. A ride up to a totally different class of service. The area was spacious comfortable and tasteful. A great selections of drinks was accompanied by a variety of Japan and Western snacks including sushi and small sandwiches. It does not compare to the hot meals and luxury of some Asian first class lounges but it shows what United can do when they made the effort.,5,1.333657488
P Brunel,I have been a member of the United Club for several years now. The only reason I will continue to be a member is the lower cost I can become a member through my husbands credit card. The lounge is basic and has now as of a few months ago started charging for their drinks. They still charge the same price for the annual fee yet no more free drinks. I am also continuing my annual membership since I do travel a lot and use the other star alliance clubs which are far superior to the United Lounges. They are definitely nothing special don't waste your money.,2,-1.015756808
R Fisher,It is a nice place to sit (compared to the rest of O'Hare) but there is nothing to recommend it. Lounge is boring and uninspired. Food is cheap no thought in the selection high in carbs and sugar low in taste. Like the rest of the lounge not designed to please anyone but will not offend either. United agents who can help with reservations and changes.,3,-0.232618709
Jens Honore,The United Lounge is old and worn out. The food selection is unhealthy and at best more like an unhealthy snack bar. The same goes for the bar. The wine is bad and the beer selection is main stream and boring. There's no sense for details. Last and most important the staff seem as worn out as the lounge. No smiles no pride. Just hanging in there. Like they know the company they work for is barely making it.,2,-1.015756808
M Gephart,The new United Club at Sea-Tac is fantastic! Great location refurbished look and feel and great staff. Great place to get out of the hustle and bustle of the airport. Standard UA Club fare but the refreshed feel of the place and the attentive staff makes it great. Good people watching from above too. If you're in SEA be sure to hit this one.,5,1.333657488
P Tress,Disgraceful. Food consisted of carrots and cheese and biscuits in plastic packs. Crowded you have to pay for drinks. If this is how United treat their customers they've lost my custom.,2,-1.015756808
R Slade,Nice little getaway from the hustle and bustle of ATL. Emphasis on the little but then again not too many UA operations ex ATL. Long and fairly narrow made it harder to hideaway somewhere although there are a few somewhat private cubicle work areas. Only one bathroom. Friendly and helpful staff. Nice views of tarmac. Minimal snacks - carrots crackers/cheese yogurt raisins. Not too noisy (the ubiquitous tv was up in a far corner) nice views. Downside: hard to hide away and take a nap.,2,-1.015756808
D Williams,I'm not sure why this is a lounge. Overcrowded drinks to be paid for at excessive prices and just a few snack items. Worse than sitting in the airport. Enough for me not to choose United Airlines again.,2,-1.015756808
N Miller,Compared to the waiting area downstairs this lounge is a bit of heaven - but that's not really saying much - lots of red and purple and funny chairs that are difficult to sit up in - food offering pretty sad (on a Sunday evening it was packaged cheese and crackers yogurt or warm tomato soup) - bar staff very helpful (and drinks are free) - decent view of the tarmac although it's around the corner from the international terminal so traffic isn't as interesting as it could be - no reading matter at all - most people have to pay for entry and unless you're desperate for a bit of quiet and/or a drink it's probably not worth it,4,0.550519389
J Warner,I have flown on United for several years now (in excess of M miles) and was a K for most of that time. This year I will not renew my lounge membership. Even post-merger the lounges are not well maintained people working the desk in larger airports are not consistently friendly or engaging and with the charging of alcohol that use to be included in membership (don't call it complimentary) it is just not worth it. A few weeks ago I flew Global-First to Sydney and was looking forward to the â€œFirst Classâ€ lounge. Reception personnel more interested in chatting amongst themselves and no one in the actual club area to help. The food in this SFO â€œexclusiveâ€ first class lounge had the opportunity to be exceptional but most of the serving dishes were empty. When travelling I almost always look for the alternative carriersâ€™ lounge for a better experience. Letters to United go unanswered.,2,-1.015756808
Rob Newman,I traveled on United frequently and am always passing through the United Club Lounge at Narita. What is nice is that it is large has showers and a nice view of the runway. But if you want to work there on the Internet be aware that the Internet speed is awful. It's so bad that if you are Gold you should just go to the ANA Club by gate  (which is where I am writing from now). And the food is actually better.,3,-0.232618709
G Santulli,"From the outside of the Jakarta Airport one would think otherwise when it comes to the First/Business Class Lounge but the one in Jakarta Airport is a surprise. Not very large but comfortable seats free Wi Fi with the ""code"" on a little slip of paper on the tables that could be mistaken for a scrap of paper! But this lounge has food like spaghetti the other night assorted fruits drinks and a nice espresso machine that does not require an engineering degree to operate. Simple atmosphere but a nice change and certainly nicer than the UA Lounge in Narita which is sad and really is a major disappointment with snacks and drinks. But for those who drink NRT must be like falling off their booze wagons.",5,1.333657488
G Santulli,"Tokyo Narita Lounge for Star Alliance Business Class is the pits. It is spacious and lots of nice chairs and is natural lit from its many windows but that is where the comfort level ends. While there are many nice chairs to sit in there are precious few power outlets and they are all US ""flat blade"" type of outlet not the rounded Euro plugs that are used in Asia too. Wi fi is the worst ever in a lounge I have seen. But the worst part of this lounge and I use the word sparingly is the awful food selection. Crackers shortbread cookies trail mix potato chips etc. Pretty poor selection. Now if I were a drinker which I am not I would be happy here. In the two hours I spent at the lounge at NRT the guy across from me had  glasses of red wine and at least  beers and countless trips to the grab the trail mix by the boatload. It is a shame the lounge is not food friendly because in comfort it has a lot of them beat.",4,0.550519389
S Koenig,Got in for a brief visit using two passes I got through my UA Explorer credit card. We were flying American and it was a longer than expected trip to the lounge. The lounge itself was fine and clean though smaller and overall more basic than I'd experienced with other United lounges. Basic snacks and hot beverages at self-service stations. It was early enough in the day that we didn't take advantage of the bar. Smallish rest rooms. Not a bad place to pass some time but not one of the better UA lounges I've seen.,2,-1.015756808
Keith Rogers,Not super great by any stretch but just fine for international departure on way to Istanbul. Food selection very limited but internet not bad.,3,-0.232618709
K Arentoft,To be honest - the United Club lounge in San Francisco International is one big joke! Very old and worn-out furnishing and the food (or what one should call it) is just as bad as it can get (crackers lousy cheese and carrots packed in plastic bags). But worst of all - obviously United do not trust their customers so if you want anything with alcohol - you have to go all the way to the other end to a bar - just to realize that if you want more than a flat beer - you have to pay for it! You are better of with a visit to Starbucks. And to all of those airlines (Lufthansa SAS etc) that uses the Club Lounge as part of the Star Alliance - hurry up establishing your own lounge - your customers are used to MUCH better service than what United can do.,2,-1.015756808
M Brown,I flew business class. I assumed that during my layover in Denver I can simply wait in business class lounge as I am used to. Surprisingly unless you are traveling internationally you have no access to the lounge. Not even with AMEX card. Finally I was able to go there for a fee of $ so I did. Carrots and packed terrible crackers. Nothing else. Really? Terrible. Whoever runs the lounge should look up any European lounge. International travelers in business class avoid Denver lounge. Also there is a large poster in front of the lounge access offering United Credit Card Lounge Access for $ a year.,2,-1.015756808
S Hayes,It was very comfortable a good selection of food and beverages. The lounge was tidy. Shower was good with good pressure. They could do with checking the aircon/ventilation as after the shower it felt like a sauna in there. Kind of defeated the purpose of having the shower in the first place. The staff on the counter and in the lounge were pleasant and efficient. Overall a good experience.,4,0.550519389
M Brown,The United Club locations in Houston are actually pre-merger Continental President's Club locations. The facility is nice with over sized leather chairs in addition to traditional bar seating. The facility is very clean and still looks rather new although it's probably close to  years old. The third level has a smaller seating area but can be a nice get away from the busy setting on the second floor. My main complain about the United Club is the lack of food options and the tiny glasses used for sodas. Crackers and cheese really aren't worth the $ yearly membership fee.,4,0.550519389
L McCloy,Very friendly and attentive staff. A variety of seating options. Quiet. Fantastic view of the tarmac. Rated the bar/beverages a  compared to lounges generally but for an airport of this size the bar offerings are excellent. Typical United snacky food: carrots and dip cheese and crackers apples snack mix etc. Really like this lounge.,3,-0.232618709
O Rosa,Nice view from that lounge toward the city. Not that much food (that's United) nice bar with even single malt scotch ($ for a single malt  year!). Pretty comfortable.,4,0.550519389
O Rosa,Pretty crowded due to a lot of delay and missed connections all around. Anyhow no problem to find a calm spot. Transfer staff in the lounge really helping everybody while keeping their cool and calm.,4,0.550519389
D Jackson,Miserable selection of snack foods. Many chairs are worn through. Automatic sinks in the washrooms don't function properly. WIFI is the slowest I've encountered at any airline anywhere in the world. I've passed through this lounge regularly over the past  years when flying Singapore Airlines or Thai Airways and its exactly as I encountered it the first time only older and more threadbare.,2,-1.015756808
James Baird,Previous reviews are accurate. Limited offerings but still had to wait in long line to get a glass of water and a cup of coffee. Crowded dirty unpleasant staff. Coffee was excellent though.,1,-1.798894906
P Tobias,Visited two lounges at O'Hare because of flight gate changes. One had a few free seats the other had no seats available. Food and drinks are a disgrace. Restrooms while clean are sub-standard.,2,-1.015756808
J Sabaduquia,Had a -hour layover in San Francisco and since I was connecting to a PS flight to JFK flying in Business Class I was granted free access to the United Club in Terminal . Reception was fast easy and the ladies were friendly enough. The entrance was grand and was welcoming. The lounge itself is of decent size the views of the runway are amazing and there were a decent amount of seating. Not the newest lounge but it was cozy enough. However as I've read before the food choices is a total disappointment. But I had bought my own food from the food court knowing this. There were some fruits crackers chips and some soda fountain and coffee machine. The soda tasted watered down but cappuccino was pretty decent. Free WiFi worked well and was fast had a nice seat with a powerport next to it by the window so overall a pleasant experience not the best lounge I've been but can't complain really.,4,0.550519389
R Mullins,Of all United Clubs I've visited this lounge is the probably the best. Very small and dated furniture but because it is tucked away in the International Terminal and services only one flight the crowds are small. Full breakfast served with juice quiche sandwiches wraps yogurt hot soup and full bar. All complimentary. If the domestic United Clubs took a tip from this small United lounge overseas the United Club would be much more on par with the service of other international carriers.,4,0.550519389
Danny Lew,The furniture is outdated and uncomfortable. The snacks are inadequate and club members are charged for alcohol. This lounge is absolutely horrible!,2,-1.015756808
D Ahearn,Tired in need of a paint job. We find a comfortable seat then head to the food - very limited nothing to qualify for a morning meal but automatic beer glass fillers. After searching we discover another corner with some more food but not much - limited cereal biscuits a soup no toast or sandwiches In the toilets and NO amenities - no toothbrushes no combs no shave no towelettes the room is dirty. The flight board shows only UA flights (about A size screen) - useless to others whose airline has paid for use of lounge!,2,-1.015756808
T Simmons,Very small and crowded lounge downstairs near gate D. Packed most of the time line at the bar was  deep and wi-fi was practically non-existent. A real dump compared to the United lounges at Newark or Houston. United should be ashamed of themselves.,1,-1.798894906
G Meyer,I used a one-time United Club pass issued as a credit card promotion to get in. I can't believe people would pay several hundred dollars a year for access. Food was nearly non-existent. The offerings were limited to a bowl of apples one flavor of yogurt cereal and a handful of shriveled miniature bagels that looked like they'd been recycled from the previous day. Juice was available only upon request at the bar (tips appreciated). Although the club provides wi-fi service it was not working when I was there. Only a few of the seating locations had access to electrical outlets. On the plus side the club was quiet probably because so few bother to use it.,3,-0.232618709
L Whitman,I have visited this lounge - times a year over the last + years. I can truly say that this is the dirtiest United Club I have ever visited. The carpet (a cheap item to change) looks like livestock have been housed in the place. The men's bathroom has been out of order for  of my last four visits,,
M Palmieri,Upon walking into the United Club Lounge at Chicago's O'Hare Terminal B (nearest B gate) this past Sunday it was the most reminiscent of a cold steely operating room at a major hospital rather than an airport lounge. Upon reaching the bottom of the escalator to the reception desk you could find a rather cold grey holding room with straight back chairs (none in leather) and utilitarian lighting. It looked like cheap IKEA furniture and fixtures filled the room. The most depressing lounge I have ever entered in the world and it just goes to show United never cared about it's elite customers and destroyed Continental's customer perks and more comfortable lounges. It was obvious to me every last penny was pinched at the frequent flier's expense. I left after a while to try the other lounge at B area and it was the same depressing room I experienced at the other end. Both expresso/cappuccino machines were broken and the bartenders had to be called from behind the wall to get a drink. Very depressing cheap bland lounges that felt like nothing more than gate-side seating in a large room behind a door. Shame on United.,1,-1.798894906
J Andrist,"I was in for a shock when I entered the United Lounge in LAX expecting to take a nice shower after a long flight from New Zealand. No showers! No food just a few snacks - carrots/ranch snack mix choc raisins bad cheese/crackers and a choice of two wines. I asked for a Sauvignon Blanc and was told that would cost ""extra"". The lounge was spacious and wifi worked ok. Magazines were promotional material but complimentary newspapers.",2,-1.015756808
B Temkin,Can't believe that this is a business class lounge! Peanuts carrots and some plastic covered cheese are all they serve. Some beer and wine are free but others cost. Pathetic!,2,-1.015756808
A Lewis,There are various signs posted all over the lounge about excusing their appearance while they upgrade the lounge however this is simply not good enough taking away from the tired interior the badly stained carpets and unpleasant damp smell this lounge is probably the worst I have ever visited every empty surface was littered with dirty dishes rubbish and discarded newspapers. A welcome change was the sight of some food sadly the sandwiches were stale. The internet while free was painfully slow the desk agent spoke only with eye contact. If you have the option take the short (mins) to terminal  and use either the Smiles or AA clubs.,2,-1.015756808
D Lublin,United Lounges are just sad. The Red Carpet Club is used for International Business. There is almost no food. The check-in staff was positively rude and unhelpful with long lines to get into the lounge. In the First Class Lounge the two staffers were typing typing typing. They were nice but not knowledgeable or helpful. First Class Lounge is like the business lounge but more empty and with slightly more food and drink available but certainly nothing impressive.,2,-1.015756808
A Lewis,Visited with my Priority Pass membership (not available to PP Select members) staff friendly enough visited the lounge in Terminal Very large up the escalator to the main level plenty of seating options including the bar work space areas TV theatre. Continued up to the next level much quieter however there is no bar on the upper level just self serve water and coffee. Soft drinks are only available (complimentary) via the bar service despite feeling slightly pressured to tip for my  cents worth of soda I did not. The food sorry snacks as is typical of United Clubs is poor - a selection of crackers with cheeses carrots fruit nuts etc. The best thing about this lounge for me was the availability of showers since I had a  hour layover here it was very welcome indeed. Wifi is free and no registration or codes were required.,4,0.550519389
D Mauro,I went into the lounge hoping to see post-merger improvements (from the Continental days) and was disappointed to see no changes. They have the same rude unprofessional receptionists who immediately banned my friend from joining me as a guest in the lounge (with my first-class ticket) and asked for $. I understand this is their rule but it was not handled very well. The breakfast food was cheap and basic lounge was extremely crowded and noisy and it was difficult finding seats. I spent five minutes there and was happy to leave. I won't be returning to this lounge and I couldn't imagine paying for it. This facility isn't even in the same league as the lounges from other Star Alliance carriers.,2,-1.015756808
Steve Ludington,I paid $/year for this? Crackers cheese and cookies? Complimentary wine is let's say mediocre quality - everything else terrible.,2,-1.015756808
S Paice,Red carpet club at C concourse. What a waste of time the only food was some nuts yoghurt raisins and some carrots. Hardly filling! They've now introduced a range of complimentary alcoholic beverages but the service is pretty mediocre. Compared to other Star Alliance lounges this is awful.,2,-1.015756808
S Wilson,This was the President's Club of Continental. I obtained access because I have Star Alliance Gold status and was on an international flight. However it took  minutes to get access because the reception staff member said my card's magnetic strip didn't state it was gold (although the card expressly states Star Gold and has never been refused before). Good selection of magazines poor selection of food (it was around ) with a few cereals and bagels and a couple of juices. Nothing hot besides coffee and tea. Free wifi but it seemed like a bit of a zoo definitely not worth waiting  minutes for. People taking long flights would be best using this lounge for the free wifi and then buy some food elsewhere in the terminal. Bathroom seemed well worn with loose lock on bathroom cubicle and significant signs of wear and tear.,3,-0.232618709
T Harding,The new B concourse lounge quite nice though food and beverage far behind international lounges I have visited. Caters to Lufthansa pax who are a bit more savvy. (B) Main B lounge crowded with poor snacks. C Concourse lounge better- more open with runway views but Untied employees still with (unearned) attitude- appear to be doing you a favor for joining and granting them jobs! International lounges in other nations are superior. Forget the F concourse lounge. Crowded stinky with minimal to no customer service. And I'm a  K member!,2,-1.015756808
C Barrett,Rarely have I encountered anywhere so uninspiring as the United lounge at SFO Intl. Decor and furniture are tired the layout is strange poorly sign posted and the food and beverage options are awful. No free wi-fi. I prefer to wait in one of the (admittedly average) bars in the terminal. As a separate note the first class lounge whilst comparing favourably to the business class lounge isn't much to write home about either.,2,-1.015756808
C Norman,I dread every time I have to fly to Chicago because I know I will end up in this lounge on my return leg to the UK. This is simply the worst lounge I have been in - the staff are very rude and unhelpful unless you are buying premium drinks and likely to give them a tip. The girls on the front desk are rude and clearly badly trained the food offering is very poor. One would expect at least one or two hot meal offerings not packets of cheese slices and crackers. There are some complimentary drinks on offer but through the miserable bar staff who are visibly annoyed that you are not buying a premium drink. They are also served in small glasses and the quality of the wine is appalling. The physical environment in the lounge is not too bad so these seems simple problems to rectify.,2,-1.015756808
J Kingston,This lounge is an embarrassment. Seating areas are filthy. Food on offer is minimal and poor. And only one wifi card per person. So a traveler can only have one connected device at a time.,2,-1.015756808
A Morris,A bit disappointed. My lasting memory will be the red covered pool table rather than the food or ambience? Shame it's a nice spot but let down by the limited choice of menu. The staff were friendly but working with limited resources in terms of food. Time to innovate?,3,-0.232618709
M Beattie,What a shocker! This is the first business lounge I've ever been in where it is more luxurious to stay out in the rest of the airport. Tatty stained furniture threadbare carpets crumbs and rubbish on the floor and half drunk half eaten food left on the tables. Food that would be embarrassing to see served in a cheap motorway services.,2,-1.015756808
H Balaraman,The lounge is clean and the wifi access worked well but the food offering is pathetic and consists entirely of unhealthy snacks. They should take a note of standards in other airline lounges and have at least two hot food items. Even Air Canada lounges have a hot soup.,3,-0.232618709
David Thomas,For a brand new lounge the internet was a disaster everyone was getting frustrated. I came to the lounge  hours before my flight to work what a waste of my time.,3,-0.232618709
M Fitzpatrick,What a disgrace our first and definitely our last. Not quiet shortage of food shortage of drink empty soap dispensers in toilet generally not clean and dreadful WiFi. I guess I shouldn't be surprised the whole airport experience from moment of landing to leaving was horrid. When people pay thousands to travel first class we expect far better. We certainly expect better of Virgin Atlantic with whom we were traveling.,2,-1.015756808
D Rolton,This lounge needs redesigning with a wrecking ball. A place of peaceful relaxation - certainly not. Liquor - yes get drunk to avoid the disappointment. Service - what would that be? Food dodgy looking soup plus a few skinny sandwiches and biscuits. Wine - that'll be red or white then. Milk for tea. Oh ok- they found some - peculiar these Brits and they like it to be hot. Sitting in it right now resisting urge to send out for a pizza.,2,-1.015756808
D Rosen,Visited this lounge twice during this trip while connecting on the outbound and inbound trips. Both times the lounge was dirty the bathrooms filthy food not worth eating and the general atmosphere so unpleasant that it was better to wait by the gate.,1,-1.798894906
D Hund,ALL the lounges at Ohare leave a lot to be desired. Free drinks - but who can drink them? The entire bar smells so badly of disinfectant - and the glasses too - that I can barely drink there. I finally have gotten wise and ask for my drinks in the plastic cups. At least these don't smell like chemicals. So crowded and the food is terrible.,2,-1.015756808
G Heiser,In comparison to other RCC lounges this is quite reasonable. They have sandwiches salad and some cheese. Seating is a bit old. Lounge staff kind to me and my family. There is free but slow wifi. The selection of spirits is quite nice. It gets really crowded due to many Int'l departures from -pm.,3,-0.232618709
M Kauffman,Worst lounge ever no food no beer no staff. Complete disappointment. Felt like back to the past.,1,-1.798894906
Frances Jojart,We had four hours in this lounge while waiting for our Qatar airways flight. The service was exemplary and made us feel right at home. The showers were clean and great before the flight home. Well done to the ladies who served us.,5,1.333657488
Kevin Tunnicliffe,Excellent lounge with very attentive staff. Lots of seating options and a good size dining area. Showers excellent. We found seats by the window with good views of the apron and runway. Food was great we had several items off the tapas menu to share. The deep fried squid and the cheese on toast were exceptionally good.,5,1.333657488
J Michael,"Simply put United is shoving its international business class customers in its ""bus terminal"" Red Carpet Club. It used to be a membership Club but is now available to persons buying day passes signing up for credit cards paying with points US Airways in fact virtually anyone with a pulse and money can now enter which means it's overcrowded. Showers didn't work the attendant said United doesn't maintain them. The lounge attendants are rude and unhelpful. Cheap drinks are on the house but not an open bar. Anything of quality must be paid for. A pretzel is United's definition of food. Absolutely abysmal.",2,-1.015756808
C Norman,This lounge is the worst I have ever been in. Considering I paid nearly $ for my ticket the complimentary food on offer was limited and poor quality. The worst part of the experience was the bar staff who were very rude. I was here a year ago and I put it down to individual staff unfortunately the same miserable lady and gentlemen were still working there! They have serious attitude and seem to take a view that complimentary drinks are for cheapskates. Even though I regularly travel business next time I'm in O'Hare I will simply go to a paying bar where I can get service with a smile!,2,-1.015756808
L Hooper,This has to be the worst lounge I have ever had the misfortune to wait in. The charge was reasonable to enter but the lounge was hidden by stairwell so one can not see the disgrace one is paying for until it is too late. The drinks consist of cold coffee and a cappucino machine that has seen better decades. There is no hot food but some stale Bagels that if brave could be toasted in a machine that had not been cleaned out of crumbs since it was opened. Having said this I should not have been surprised after a  hour flight into SFO with United where they did one drinks run and two food runs. Most of the staff hid in the back until landing. The only break in boredom was the epsiode of asking for a G&T and being asked to pay for it having upgraded to premium economy.,2,-1.015756808
A Scott,Just arrived home from LAX. Totally shocked at the way we have been treated as upper class passengers! We were made to walk from terminal  to terminal  so we could use a lounge. The Virgin Loft Lounge only caters for Shorthaul passengers - lacking any decent food (a cookie and a grape at best with cheese cut to the size for a mousetrap!) No showers small toilet and wash facilities. We have always used Air NZ lounge previously which was excellent. Virgin must rectify this situation quickly otherwise Upper Class passengers will seek alternatives. The shuttle bus ride back to term  was such an experience - we have now seen areas of the airport no one would want to see - trash bins cleaning vehicles etc (all part of the luxury upper class experience no doubt!),1,-1.798894906
Ian Carpenter,Was offered the lounge as an alternative to the Air New Zealand lounge as an Upper Class Virgin Atlantic passenger. The lounge is poor in comparison to other lounges that I have experienced Bar is okay if a little limited but food is very poor - bread cheese soup and cookies No showers or changing facilities. No comparison with the Air New Zealand lounge at LAX or Virgin Lounge at Heathrow. Very disappointing!,3,-0.232618709
E Apps,"Much too small for the number of people there - reception desk staff abrupt and uninterested until they made an announcement ""whoever left their drink at the reception desk please come and get it back"" - really? Worn out furniture - too few electrical outlets and no place to take a private call. Wouldn't bother.",2,-1.015756808
David Dale,Purchase of One Time Pass from United Airlines website. The lounge in Hong Kong is quite spacious and did not feel cramped when flights arrived and premium passengers used the lounge. Food options were plentiful and there was no shortage of drinks. The lounge has a deck over looking the terminal and views out over the tarmac. The United staff at the lounge were courteous and helpful. For the price of the pass it was well worth it.,4,0.550519389
G Chapman,There are two huge lounges both divided in two - like sitting in an aircraft hanger. Cluster of seats but no sound barriers - conversations and cell phone conversations can be heard everywhere. Very limited selection of snacks as they sell meals bookable at the service desk. Might as well have stayed in the departure lounge downstairs at the gate!,2,-1.015756808
Steve Crocker,Although we were transiting to Manchester we had over three hours at LHR and so decided to use the Arrivals Lounge. It was an excellent choice. The friendly staff on reception offered us showers immediately and after these we sat in the lounge and enjoyed an excellent tasty well cooked breakfast served by more friendly staff. The lounge was comfortable and clean with excellent shower rooms. The WiFi was slow at first but then speeded up to an acceptable level. It was a pleasure to be in this lounge after the grim lounge we had experienced on departure from Miami. The lounge was not crowded while we were there although given its size it could be if a lot of flights arrived together.,5,1.333657488
Steve Crocker,As grim a lounge as I can recall for many years. A couple of apparently arguing staff on duty. The lounge was totally enclosed with no view of the outside and the seating was in my view not up to the standard you expect in a business class lounge. The food was nothing special pretzels cookies and when a few sandwiches appeared they were soon grabbed by the nearest passengers although they were edible. WiFi seemed to be an acceptable speed for what I needed. Toilets were adequate and clean (just about) although they had a strange smell. With only one flight a day I accept that Virgin's choice is limited but they really need to have words with Club America as this lounge does Virgin's reputation no good.,3,-0.232618709
K Mccue,Like earlier reviewers I found this lounge to be pretty disappointing. To the point that I was questioning if I was actually in the lounge or rather some 'general boarding but status' room. Limited drinks are free (points) but the food is really nonexistent. Packaged crackers and cheese carrot sticks and that's really it. Lots of space outlets available and free wi-fi (ask for card at the desk) this lounge leaves me wishing for more elitism feel (I did pay considerable dollars for my int'l biz seat- can't you up things wi some cut fruit more variety in snacks).,2,-1.015756808
Herst Berger,"Awful place. Not recommended. Dirty. Complimentary wifi requires red club membership. Very basic snacks. Not even close to the very basic business class standards. Try to avoid. Too pitiful Lufthansa partners with the guys to offer their ""business"" lounge to its passengers.",1,-1.798894906
J Kingston,This lounge is physical adequate and has a nice view of the runway and ramp. Free wifi offered. That's it for the positives. Negatives - simply the worst selection of food that I have ever seen for a premium class lounge. Carrots packaged in plastic of the genre one throws into a childs lunch box slices of monterey jack cheese also packaged in plastic. And a pitiful assortment of packaged cookies. This is so far below standard that it is insulting. Unfortunately this is the only lounge that Swiss business passengers can use at SFO.,3,-0.232618709
K James,Worst lounge I have ever been in. Empty of staff empty of any food except pretzels and wifi so slow that when I tested the speed it came back with basically the equivalent of k dialup modem. Fine for the s but just appalling. I know it's not Virgin's own lounge and with  flight a day they are not going to do anything about it but Club America ought to be ashamed.,2,-1.015756808
Sang Fung,I was lucky enough to get access to this haven of peace and good vibe. The lounge is upbeat but relaxing music cool staff and gourmet food and champagne. All you need do is find a nice seat (plenty on offer) and a decent magazine and wave your hand and one of the cheerful young waiters/waitresses take your order. I enjoyed Lanson champagne with excellent choices of food.,5,1.333657488
Stephen Lloyd,"Virgin Little Red lounges at Heathrow Terminal  and Edinburgh Airports are basically space in the Servisair Lounge. When the route LHR-Edinburgh started I could get into both lounges using my Singapore Airlines Gold Card as per normal Virgin lounges. At Terminal  in Heathrow it is a good - minute walk about as far apart as you can get in the terminal from lounge to gate. Three time I have been refused access here - you have to go back down the stairs go to the internal desk hope it is manned or the person is free get a pass from them and go back. it is more hassle than it is worth. In Edinburgh twice they said ""no"" then looked at a card document and realised it was ""yes"" but this apparently changes in September and the SQ card is no longer welcome there. Basically it's Virgin Gold or nothing - it would have been nice to communicate it. Whilst the in air product competes with BA on the routes on the ground they are poles apart. Sad to get driven back to using BA because of this.",2,-1.015756808
Chris Ford,It is relatively small but I was lucky enough to be one of only a handful of users. There is the same offering of food and drink there (bar service even for soft drinks horrendous cubes of cheese pretzels and that trail mix stuff) as every other RCC. There were no flight announcements which would have been nice. Unlike most airport lounges this one is completely enclosed as in no windows! It is located right next to the airport shuttle train underground.,3,-0.232618709
M Chan,What a dump! Aside from the staff at the front everything else was kind of terrible. The food was minimal no bar service and most furniture needed to be updated.,1,-1.798894906
Jeff Lee,This lounge was brutal. I had a First Class ticket to YYC which makes it an international flight and I expected decent service. I had to pay about $ for a Sam Adams beer there. There was only cheese and crackers for food in spite of being there over supper hour. I expected soup or something of that variety. Lastly there was not wifi available there. The seating was old and worn out the lounge had dirty dishes on many of the tables and lacked newspapers.,1,-1.798894906
Richard Vaux,No staff on duty. Only pretzels or Cookies to eat. When you walk in its business ticket passengers to the right and others including priority pass to the left in a separate lounge. Never have I felt so second class having a Priority pass card.,2,-1.015756808
Casper Yap,Very close to the gates  minutes or so to boarding. Service a bit slow did not manage to eat as it took + minutes to get the food served. Showers were very useful.,3,-0.232618709
Casper Yap,Nice place to hang out prior to flight. Enough sofas to lie down and take a nap. Meals okay lots of space to relax. Showers useful with steam function. Did not try the massage or beauty treatments.,5,1.333657488
